LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
USA,EMP,WOMEN,PC_WKGPOP,M,1992-06,63.82773,
USA,EMP,WOMEN,PC_WKGPOP,M,1992-07,63.93636,
USA,EMP,WOMEN,PC_WKGPOP,M,1992-08,63.73879,
USA,EMP,WOMEN,PC_WKGPOP,M,1992-09,63.39775,
USA,EMP,WOMEN,PC_WKGPOP,M,1992-10,63.27412,
USA,EMP,WOMEN,PC_WKGPOP,M,1992-11,63.41869,
USA,EMP,WOMEN,PC_WKGPOP,M,1992-12,63.43617,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-01,63.46693,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-02,63.60493,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-03,63.69104,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-04,63.62225,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-05,64.00731,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-06,64.21973,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-07,64.19199,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-08,64.19612,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-09,64.02274,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-10,64.05116,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-11,64.30541,
USA,EMP,WOMEN,PC_WKGPOP,M,1993-12,64.58638,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-01,64.6493,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-02,64.92626,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-03,64.76223,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-04,64.91839,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-05,65.28964,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-06,65.1211,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-07,65.23106,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-08,65.40575,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-09,65.45476,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-10,65.55524,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-11,65.67709,
USA,EMP,WOMEN,PC_WKGPOP,M,1994-12,65.62294,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-01,65.62554,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-02,65.78399,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-03,65.68365,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-04,65.74734,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-05,65.66704,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-06,65.54485,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-07,65.81825,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-08,65.82477,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-09,65.71661,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-10,65.93681,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-11,66.11002,
USA,EMP,WOMEN,PC_WKGPOP,M,1995-12,65.78387,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-01,65.67481,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-02,65.85381,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-03,66.02344,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-04,65.9399,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-05,66.00787,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-06,66.11032,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-07,66.38296,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-08,66.44962,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-09,66.7755,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-10,66.77742,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-11,66.85452,
USA,EMP,WOMEN,PC_WKGPOP,M,1996-12,66.59676,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-01,66.61107,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-02,66.52489,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-03,67.00591,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-04,66.9343,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-05,66.92857,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-06,67.08691,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-07,67.41398,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-08,67.41931,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-09,67.43314,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-10,67.44197,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-11,67.38295,
USA,EMP,WOMEN,PC_WKGPOP,M,1997-12,67.52394,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-01,67.27969,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-02,67.37318,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-03,67.41772,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-04,67.31783,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-05,67.38052,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-06,67.29723,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-07,67.29159,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-08,67.43629,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-09,67.7316,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-10,67.42178,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-11,67.35379,
USA,EMP,WOMEN,PC_WKGPOP,M,1998-12,67.76547,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-01,67.70622,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-02,67.60294,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-03,67.50553,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-04,67.45624,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-05,67.68816,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-06,67.65976,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-07,67.53963,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-08,67.65548,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-09,67.56109,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-10,67.76434,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-11,67.76289,
USA,EMP,WOMEN,PC_WKGPOP,M,1999-12,67.89822,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-01,67.98205,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-02,67.9623,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-03,67.92667,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-04,68.33257,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-05,67.76983,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-06,67.87265,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-07,67.4807,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-08,67.32149,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-09,67.54755,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-10,67.64265,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-11,67.68369,
USA,EMP,WOMEN,PC_WKGPOP,M,2000-12,68.004,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-01,67.89603,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-02,67.88711,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-03,68.03049,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-04,67.47085,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-05,67.38312,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-06,67.11945,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-07,67.00417,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-08,66.55388,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-09,66.57964,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-10,66.45183,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-11,66.4183,
USA,EMP,WOMEN,PC_WKGPOP,M,2001-12,66.26284,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-01,66.11928,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-02,66.54043,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-03,66.35,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-04,66.04773,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-05,65.99429,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-06,65.96289,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-07,65.79353,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-08,66.0985,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-09,66.19561,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-10,66.055,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-11,65.88792,
USA,EMP,WOMEN,PC_WKGPOP,M,2002-12,65.96317,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-01,66.17792,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-02,65.88639,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-03,65.9459,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-04,65.98009,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-05,65.82567,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-06,65.91772,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-07,65.60787,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-08,65.56259,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-09,65.22662,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-10,65.4187,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-11,65.46095,
USA,EMP,WOMEN,PC_WKGPOP,M,2003-12,65.15559,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-01,65.2412,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-02,65.38605,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-03,65.19624,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-04,65.46201,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-05,65.49034,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-06,65.23069,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-07,65.34,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-08,65.3725,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-09,65.41898,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-10,65.40595,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-11,65.50557,
USA,EMP,WOMEN,PC_WKGPOP,M,2004-12,65.60628,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-01,65.59303,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-02,65.37178,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-03,65.32976,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-04,65.43501,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-05,65.52583,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-06,65.40253,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-07,65.65128,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-08,65.85204,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-09,65.91933,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-10,65.81735,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-11,65.67605,
USA,EMP,WOMEN,PC_WKGPOP,M,2005-12,65.74853,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-01,65.66112,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-02,65.84152,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-03,65.69813,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-04,65.76616,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-05,65.95178,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-06,66.10207,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-07,66.32119,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-08,66.31889,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-09,65.97025,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-10,66.35004,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-11,66.25556,
USA,EMP,WOMEN,PC_WKGPOP,M,2006-12,66.38505,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-01,66.24189,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-02,66.13565,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-03,66.10945,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-04,65.58965,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-05,65.8243,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-06,65.9111,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-07,65.86375,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-08,65.75831,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-09,66.05301,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-10,65.79382,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-11,65.96967,
USA,EMP,WOMEN,PC_WKGPOP,M,2007-12,65.85001,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-01,65.99411,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-02,65.73767,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-03,65.81644,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-04,65.87047,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-05,65.63918,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-06,65.67551,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-07,65.49155,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-08,65.29147,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-09,65.3284,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-10,65.32536,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-11,64.94598,
USA,EMP,WOMEN,PC_WKGPOP,M,2008-12,64.84179,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-01,64.35294,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-02,64.1996,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-03,63.9432,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-04,63.99998,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-05,63.56251,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-06,63.66994,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-07,63.63881,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-08,63.22393,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-09,62.78883,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-10,62.51527,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-11,62.68298,
USA,EMP,WOMEN,PC_WKGPOP,M,2009-12,62.28007,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-01,62.80444,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-02,62.65697,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-03,62.58334,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-04,62.62675,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-05,62.41998,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-06,62.56205,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-07,62.37133,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-08,62.41172,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-09,62.37141,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-10,62.04391,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-11,62.06074,
USA,EMP,WOMEN,PC_WKGPOP,M,2010-12,62.15508,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-01,62.22123,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-02,61.95456,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-03,62.2219,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-04,62.15425,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-05,61.9283,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-06,61.83041,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-07,61.87384,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-08,62.03881,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-09,62.08519,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-10,62.08963,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-11,61.88725,
USA,EMP,WOMEN,PC_WKGPOP,M,2011-12,61.84818,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-01,61.93159,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-02,62.06777,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-03,62.16858,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-04,62.05079,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-05,62.2033,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-06,62.22464,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-07,62.03902,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-08,62.12507,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-09,62.43629,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-10,62.51722,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-11,62.29277,
USA,EMP,WOMEN,PC_WKGPOP,M,2012-12,62.23908,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-01,62.11056,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-02,62.06708,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-03,62.09464,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-04,62.25928,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-05,62.38092,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-06,62.33357,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-07,62.62317,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-08,62.60314,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-09,62.59879,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-10,62.23604,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-11,62.379,
USA,EMP,WOMEN,PC_WKGPOP,M,2013-12,62.44327,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-01,62.75048,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-02,62.96721,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-03,62.77616,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-04,62.99081,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-05,63.01341,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-06,62.9925,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-07,62.81495,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-08,62.91447,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-09,62.95641,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-10,63.32812,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-11,63.32355,
USA,EMP,WOMEN,PC_WKGPOP,M,2014-12,63.15302,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-01,63.18464,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-02,63.21184,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-03,63.11016,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-04,63.30475,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-05,63.50135,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-06,63.48806,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-07,63.29739,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-08,63.37789,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-09,63.36953,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-10,63.48701,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-11,63.8058,
USA,EMP,WOMEN,PC_WKGPOP,M,2015-12,63.90923,
USA,EMP,WOMEN,PC_WKGPOP,M,2016-01,63.87666,
USA,EMP,WOMEN,PC_WKGPOP,M,2016-02,63.98504,
USA,EMP,WOMEN,PC_WKGPOP,M,2016-03,64.13519,
USA,EMP,WOMEN,PC_WKGPOP,M,2016-04,63.86673,
USA,EMP,WOMEN,PC_WKGPOP,M,2016-05,63.96078,
USA,EMP,WOMEN,PC_WKGPOP,M,2016-06,63.70367,
USA,EMP,WOMEN,PC_WKGPOP,M,2016-07,63.9511,
USA,EMP,WOMEN,PC_WKGPOP,M,2016-08,63.97193,
BRA,EMP,TOT,THND_PER,M,2002-03,17342.26,
BRA,EMP,TOT,THND_PER,M,2002-04,17439.04,
BRA,EMP,TOT,THND_PER,M,2002-05,17453.88,
BRA,EMP,TOT,THND_PER,M,2002-06,17527.46,
BRA,EMP,TOT,THND_PER,M,2002-07,17601.62,
BRA,EMP,TOT,THND_PER,M,2002-08,17772.63,
BRA,EMP,TOT,THND_PER,M,2002-09,17756.28,
BRA,EMP,TOT,THND_PER,M,2002-10,17910.14,
BRA,EMP,TOT,THND_PER,M,2002-11,17977.21,
BRA,EMP,TOT,THND_PER,M,2002-12,17909.71,
BRA,EMP,TOT,THND_PER,M,2003-01,18364.25,
BRA,EMP,TOT,THND_PER,M,2003-02,18398.64,
BRA,EMP,TOT,THND_PER,M,2003-03,18382.74,
BRA,EMP,TOT,THND_PER,M,2003-04,18384.3,
BRA,EMP,TOT,THND_PER,M,2003-05,18377.25,
BRA,EMP,TOT,THND_PER,M,2003-06,18354.07,
BRA,EMP,TOT,THND_PER,M,2003-07,18329.88,
BRA,EMP,TOT,THND_PER,M,2003-08,18352.38,
BRA,EMP,TOT,THND_PER,M,2003-09,18450.36,
BRA,EMP,TOT,THND_PER,M,2003-10,18403.22,
BRA,EMP,TOT,THND_PER,M,2003-11,18556.8,
BRA,EMP,TOT,THND_PER,M,2003-12,18638.72,
BRA,EMP,TOT,THND_PER,M,2004-01,18547.28,
BRA,EMP,TOT,THND_PER,M,2004-02,18628.69,
BRA,EMP,TOT,THND_PER,M,2004-03,18688.87,
BRA,EMP,TOT,THND_PER,M,2004-04,18817.99,
BRA,EMP,TOT,THND_PER,M,2004-05,18898.08,
BRA,EMP,TOT,THND_PER,M,2004-06,18932.01,
BRA,EMP,TOT,THND_PER,M,2004-07,19106.09,
BRA,EMP,TOT,THND_PER,M,2004-08,19075.49,
BRA,EMP,TOT,THND_PER,M,2004-09,19159.74,
BRA,EMP,TOT,THND_PER,M,2004-10,19205.49,
BRA,EMP,TOT,THND_PER,M,2004-11,19219.5,
BRA,EMP,TOT,THND_PER,M,2004-12,19280.31,
BRA,EMP,TOT,THND_PER,M,2005-01,19320.96,
BRA,EMP,TOT,THND_PER,M,2005-02,19326.02,
BRA,EMP,TOT,THND_PER,M,2005-03,19424.13,
BRA,EMP,TOT,THND_PER,M,2005-04,19443.95,
BRA,EMP,TOT,THND_PER,M,2005-05,19613.04,
BRA,EMP,TOT,THND_PER,M,2005-06,19566.61,
BRA,EMP,TOT,THND_PER,M,2005-07,19523.17,
BRA,EMP,TOT,THND_PER,M,2005-08,19481.85,
BRA,EMP,TOT,THND_PER,M,2005-09,19525.53,
BRA,EMP,TOT,THND_PER,M,2005-10,19552.58,
BRA,EMP,TOT,THND_PER,M,2005-11,19552.04,
BRA,EMP,TOT,THND_PER,M,2005-12,19674.67,
BRA,EMP,TOT,THND_PER,M,2006-01,19742.91,
BRA,EMP,TOT,THND_PER,M,2006-02,19747.21,
BRA,EMP,TOT,THND_PER,M,2006-03,19701.19,
BRA,EMP,TOT,THND_PER,M,2006-04,19644.95,
BRA,EMP,TOT,THND_PER,M,2006-05,19684.86,
BRA,EMP,TOT,THND_PER,M,2006-06,19781.23,
BRA,EMP,TOT,THND_PER,M,2006-07,19843.12,
BRA,EMP,TOT,THND_PER,M,2006-08,19956.98,
BRA,EMP,TOT,THND_PER,M,2006-09,20067.68,
BRA,EMP,TOT,THND_PER,M,2006-10,20038.62,
BRA,EMP,TOT,THND_PER,M,2006-11,20063.95,
BRA,EMP,TOT,THND_PER,M,2006-12,20107.47,
BRA,EMP,TOT,THND_PER,M,2007-01,20166.19,
BRA,EMP,TOT,THND_PER,M,2007-02,20168.5,
BRA,EMP,TOT,THND_PER,M,2007-03,20265.42,
BRA,EMP,TOT,THND_PER,M,2007-04,20208.47,
BRA,EMP,TOT,THND_PER,M,2007-05,20171.25,
BRA,EMP,TOT,THND_PER,M,2007-06,20364.81,
BRA,EMP,TOT,THND_PER,M,2007-07,20377.32,
BRA,EMP,TOT,THND_PER,M,2007-08,20466.76,
BRA,EMP,TOT,THND_PER,M,2007-09,20533.07,
BRA,EMP,TOT,THND_PER,M,2007-10,20568.4,
BRA,EMP,TOT,THND_PER,M,2007-11,20680.69,
BRA,EMP,TOT,THND_PER,M,2007-12,20625.36,
BRA,EMP,TOT,THND_PER,M,2008-01,20804.4,
BRA,EMP,TOT,THND_PER,M,2008-02,20791.82,
BRA,EMP,TOT,THND_PER,M,2008-03,20883.09,
BRA,EMP,TOT,THND_PER,M,2008-04,20999.23,
BRA,EMP,TOT,THND_PER,M,2008-05,21020.13,
BRA,EMP,TOT,THND_PER,M,2008-06,21170.54,
BRA,EMP,TOT,THND_PER,M,2008-07,21089.21,
BRA,EMP,TOT,THND_PER,M,2008-08,21131.92,
BRA,EMP,TOT,THND_PER,M,2008-09,21179.82,
BRA,EMP,TOT,THND_PER,M,2008-10,21323.62,
BRA,EMP,TOT,THND_PER,M,2008-11,21193.73,
BRA,EMP,TOT,THND_PER,M,2008-12,21256.07,
BRA,EMP,TOT,THND_PER,M,2009-01,21188.49,
BRA,EMP,TOT,THND_PER,M,2009-02,21087.06,
BRA,EMP,TOT,THND_PER,M,2009-03,21063.81,
BRA,EMP,TOT,THND_PER,M,2009-04,21040.51,
BRA,EMP,TOT,THND_PER,M,2009-05,21063.54,
BRA,EMP,TOT,THND_PER,M,2009-06,21169.54,
BRA,EMP,TOT,THND_PER,M,2009-07,21333.74,
BRA,EMP,TOT,THND_PER,M,2009-08,21334.03,
BRA,EMP,TOT,THND_PER,M,2009-09,21325,
BRA,EMP,TOT,THND_PER,M,2009-10,21295.16,
BRA,EMP,TOT,THND_PER,M,2009-11,21353.24,
BRA,EMP,TOT,THND_PER,M,2009-12,21569.88,
BRA,EMP,TOT,THND_PER,M,2010-01,21664.08,
BRA,EMP,TOT,THND_PER,M,2010-02,21801.45,
BRA,EMP,TOT,THND_PER,M,2010-03,21865.34,
BRA,EMP,TOT,THND_PER,M,2010-04,21946.92,
BRA,EMP,TOT,THND_PER,M,2010-05,21933.63,
BRA,EMP,TOT,THND_PER,M,2010-06,21914.05,
BRA,EMP,TOT,THND_PER,M,2010-07,22008.79,
BRA,EMP,TOT,THND_PER,M,2010-08,22020.35,
BRA,EMP,TOT,THND_PER,M,2010-09,22103.96,
BRA,EMP,TOT,THND_PER,M,2010-10,22143.41,
BRA,EMP,TOT,THND_PER,M,2010-11,22149.49,
BRA,EMP,TOT,THND_PER,M,2010-12,22214.61,
BRA,EMP,TOT,THND_PER,M,2011-01,22143.6,
BRA,EMP,TOT,THND_PER,M,2011-02,22321.83,
BRA,EMP,TOT,THND_PER,M,2011-03,22395.15,
BRA,EMP,TOT,THND_PER,M,2011-04,22427.59,
BRA,EMP,TOT,THND_PER,M,2011-05,22467.9,
BRA,EMP,TOT,THND_PER,M,2011-06,22415.94,
