Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Bermuda,BMU,..,2.40000009536743,..,..,2,2.40000009536743,3.09999990463257,3,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Bhutan,BTN,..,..,..,..,59.0999984741211,54,53.2999992370605,48.7000007629395,48.5,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Bolivia,BOL,1.89999997615814,37.9000015258789,34.2999992370605,34.0999984741211,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Botswana,BWA,..,21.8999996185303,..,..,..,30.7000007629395,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Brazil,BRA,28.1000003814697,23.2000007629395,21.5,20.6000003814697,20.5,..,19,17.8999996185303,17.7000007629395,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,0.600000023841858,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Bulgaria,BGR,..,14.5,8.80000019073486,8.39999961853027,8.30000019073486,8.10000038146973,8.39999961853027,8.19999980926514,8.5,9,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Burkina Faso,BFA,..,..,68.1999969482422,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Cambodia,KHM,..,72.4000015258789,..,69.3000030517578,..,52.9000015258789,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Canada,CAN,5.5,4.5,3.40000009536743,3.29999995231628,3.29999995231628,3.09999990463257,3,3,3,2.90000009536743,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Cayman Islands,CYM,..,..,3.20000004768372,3,2.90000009536743,1.10000002384186,0.899999976158142,1.20000004768372,1.5,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Chile,CHL,25.2999992370605,19.2999992370605,..,..,..,14.5,13.8000001907349,13.6000003814697,12.3999996185303,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,China,CHN,..,..,3.59999990463257,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Colombia,COL,1.89999997615814,1.60000002384186,25.3999996185303,25,26.7999992370605,26.5,25.7999992370605,24.6000003814697,24,23.2000007629395,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Congo, Dem. Rep.",ZAR,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Costa Rica,CRI,33.5999984741211,27.2999992370605,17.8999996185303,17.2000007629395,16.7999992370605,21,20.1000003814697,19.2000007629395,18.3999996185303,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Croatia,HRV,..,13.8999996185303,10.1000003814697,10.3000001907349,10.8999996185303,11.8000001907349,12.3000001907349,10.6999998092651,10.3999996185303,10,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Cuba,CUB,..,34.2999992370605,25,24.7000007629395,25,24.7000007629395,26.2000007629395,25.7999992370605,25.1000003814697,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Cyprus,CYP,12,4.90000009536743,4.90000009536743,3.90000009536743,3.29999995231628,3.70000004768372,3.79999995231628,3,3.70000004768372,5.90000009536743,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Czech Republic,CZE,14.5,6.30000019073486,4.30000019073486,3.79999995231628,3.79999995231628,3.90000009536743,3.79999995231628,3.79999995231628,3.70000004768372,3.59999990463257,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Denmark,DNK,7.80000019073486,5,3.90000009536743,3.59999990463257,3.70000004768372,3.70000004768372,3.5,3.70000004768372,3.59999990463257,3.59999990463257,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Dominican Republic,DOM,..,22.6000003814697,21,21.6000003814697,21,19.3999996185303,21.5,21.1000003814697,21,21.2000007629395,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Ecuador,ECU,10.3000001907349,34,33.2999992370605,33,33,32.5999984741211,32.9000015258789,32.0999984741211,28.5,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Egypt, Arab Rep.",EGY,34.9000015258789,27.3999996185303,27.7000007629395,28.2000007629395,25.8999996185303,24.7000007629395,25.7000007629395,24.5,24.1000003814697,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,El Salvador,SLV,11.3000001907349,33.9000015258789,26.2000007629395,28.7999992370605,32.7999992370605,32,32.2999992370605,32.4000015258789,30.7000007629395,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Estonia,EST,26.5,9.69999980926514,6.30000019073486,5.40000009536743,5.59999990463257,5.59999990463257,6.09999990463257,6.30000019073486,6.19999980926514,5.30000019073486,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Ethiopia,ETH,..,..,..,..,..,..,10.6000003814697,9.89999961853027,79.5,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Fiji,FJI,3.5,1.89999997615814,1.29999995231628,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Finland,FIN,10.8000001907349,7.90000009536743,5.90000009536743,5.69999980926514,5.80000019073486,5.5,5.5,5.40000009536743,5.40000009536743,5.5,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,France,FRA,6.40000009536743,5,4.5,3.5,3.79999995231628,3.90000009536743,3.70000004768372,3.79999995231628,4.09999990463257,3.79999995231628,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,26.1000003814697,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Georgia,GEO,..,47,50.5,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Germany,DEU,..,2.90000009536743,2.70000004768372,2.09999990463257,1.89999997615814,1.89999997615814,1.89999997615814,1.79999995231628,1.70000004768372,1.70000004768372,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Ghana,GHA,..,..,..,..,..,45.5,..,..,48.2000007629395,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Greece,GRC,20.3999996185303,15,10,10.1000003814697,10.8999996185303,11.5,11.3999996185303,12.5,13.3000001907349,13.5,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Greenland,GRL,..,..,..,..,..,..,8.10000038146973,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Guatemala,GTM,17.7000007629395,51.7999992370605,..,..,..,..,49,43.7000007629395,44.5999984741211,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Guinea,GIN,..,..,..,..,67.4000015258789,67.4000015258789,68,68,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Haiti,HTI,76.0999984741211,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Honduras,HND,65.1999969482422,..,47.7000007629395,49,50.7000007629395,51.4000015258789,50.7999992370605,52.0999984741211,50.2000007629395,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Hong Kong SAR, China",HKG,1,0.300000011920929,0.200000002980232,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Hungary,HUN,21.2000007629395,9,6.5,6,6.30000019073486,6.5,6.80000019073486,7,6.5,6.30000019073486,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Iceland,ISL,..,12.3000001907349,8.69999980926514,6.09999990463257,7.09999990463257,8.39999961853027,8.5,8.69999980926514,6.09999990463257,6.30000019073486,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,India,IND,..,53.9000015258789,..,..,..,46.0999984741211,..,42.9000015258789,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Indonesia,IDN,55.5999984741211,44.4000015258789,41.0999984741211,40.5999984741211,40.2000007629395,38.7999992370605,..,..,35.5999984741211,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Iran, Islamic Rep.",IRN,..,..,20.5,19.2999992370605,18.7999992370605,17.5,..,..,..,17.2000007629395,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Iraq,IRQ,..,..,12.1999998092651,17.1000003814697,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Ireland,IRL,20.3999996185303,11.6999998092651,8.5,9,8.69999980926514,7.90000009536743,8.39999961853027,8.5,9.89999961853027,9.89999961853027,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Israel,ISR,5.30000019073486,3.20000004768372,2.59999990463257,2.5,2.5,2.40000009536743,2.09999990463257,1.70000004768372,1.79999995231628,0.800000011920929,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Italy,ITA,8.69999980926514,5.5,4.30000019073486,4,4.09999990463257,4.30000019073486,4.19999980926514,4.30000019073486,4.19999980926514,4.30000019073486,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Jamaica,JAM,..,28.7999992370605,24.7000007629395,25.7000007629395,28.2999992370605,28.5,24.7999992370605,25.7999992370605,25.7999992370605,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Japan,JPN,6.30000019073486,4.69999980926514,4.19999980926514,4.19999980926514,4.30000019073486,4.19999980926514,..,4.09999990463257,4,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Jordan,JOR,..,5.09999990463257,2.79999995231628,2.70000004768372,3,2.29999995231628,1.89999997615814,2.20000004768372,2.29999995231628,2.09999990463257,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Kazakhstan,KAZ,..,..,32.5999984741211,31.1000003814697,29.6000003814697,29.1000003814697,26.6000003814697,26,25.1000003814697,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Kiribati,KIR,..,3.70000004768372,..,..,..,32.0999984741211,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Korea, Rep.",KOR,16.2999992370605,9.5,7,6.59999990463257,6.59999990463257,6.40000009536743,6.09999990463257,6,6,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Kosovo,KSV,..,..,..,..,..,..,..,4.30000019073486,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,0.800000011920929,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Kyrgyz Republic,KGZ,..,51.7000007629395,..,..,..,..,..,30.3999996185303,30.7999992370605,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Lao PDR,LAO,..,..,..,..,..,69.1999969482422,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Latvia,LVA,..,16.2000007629395,12,10,11.3000001907349,11.5,12.5,11.8000001907349,11.1000003814697,10.3999996185303,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Lesotho,LSO,..,..,..,18,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Liberia,LBR,..,..,46.5,..,..,46.5,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Lithuania,LTU,..,22.6000003814697,13.6999998092651,10.1000003814697,11.3999996185303,11.1999998092651,10.5,11.3999996185303,10.8000001907349,11.5,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Luxembourg,LUX,3.40000009536743,2.90000009536743,2.40000009536743,2,1.60000002384186,1.29999995231628,1.39999997615814,1.5,1.89999997615814,1.79999995231628,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Macao SAR, China",MAC,0.200000002980232,0.200000002980232,0.100000001490116,0.200000002980232,0.400000005960464,0.200000002980232,0.200000002980232,0.200000002980232,..,0,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Macedonia, FYR",MKD,..,..,18.1000003814697,18.7000007629395,..,..,18.1000003814697,16.3999996185303,17.1000003814697,17.8999996185303,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Madagascar,MDG,..,..,..,..,..,..,..,77.1999969482422,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,58.5,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Malaysia,MYS,26.3999996185303,20.7000007629395,17.5,16.7000007629395,16,16,14.1999998092651,15.1000003814697,15.3999996185303,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Maldives,MDV,28.1000003814697,17.8999996185303,..,..,..,19.6000003814697,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Malta,MLT,..,2.59999990463257,2.5,2.5,1.89999997615814,1.89999997615814,1.60000002384186,1.29999995231628,1.70000004768372,1.70000004768372,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Mauritius,MUS,17.7000007629395,12.8999996185303,9.89999961853027,..,..,..,8.39999961853027,8.19999980926514,7.80000019073486,7.69999980926514,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Mexico,MEX,28.6000003814697,23.7000007629395,18.8999996185303,18.6000003814697,18.8999996185303,18.6000003814697,19.2000007629395,19.2000007629395,19.3999996185303,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Moldova,MDA,..,52,35.5,33.7000007629395,31.3999996185303,30.5,30.7999992370605,29.7000007629395,32.0999984741211,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Mongolia,MNG,..,50.5999984741211,..,41.9000015258789,36,34.7000007629395,33.5,35.7999992370605,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Montenegro,MNE,..,..,9,7.80000019073486,7.30000019073486,7.09999990463257,6.69999980926514,6.19999980926514,6.09999990463257,6.5,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Morocco,MAR,4.09999990463257,5,35.5,34.2000007629395,..,..,32.0999984741211,31.8999996185303,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Namibia,NAM,..,32.7999992370605,..,22.7000007629395,..,32.2999992370605,29.2000007629395,28.1000003814697,31.8999996185303,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Nepal,NPL,..,..,..,62.0999984741211,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Netherlands,NLD,5.19999980926514,3.59999990463257,3.59999990463257,3.20000004768372,3.20000004768372,3.40000009536743,3.20000004768372,3.09999990463257,2.5,2.59999990463257,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,New Zealand,NZL,12.8000001907349,11.1000003814697,9.10000038146973,8.80000019073486,8.60000038146973,9,8.89999961853027,8.89999961853027,8.30000019073486,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Nicaragua,NIC,..,..,41.9000015258789,41.2000007629395,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Nigeria,NGA,..,..,53.9000015258789,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Northern Mariana Islands,MNP,4.09999990463257,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Norway,NOR,8.30000019073486,5.80000019073486,4,3.59999990463257,3.79999995231628,3.70000004768372,3.5,3.29999995231628,3.20000004768372,3.20000004768372,..,..
"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Oman,OMN,..,6.59999990463257,..,..,..,6.09999990463257,..,..,..,..,..,..
